County,Registration Valid Date,Vehicle Name
Livingston,11/7/17,Ford Fusion Energi
Berrien,11/7/17,Chevrolet Bolt EV
Wayne,11/7/17,Chevrolet Volt
Washtenaw,11/7/17,Chevrolet Volt
Ingham,11/7/17,Ford C-Max Energi
Washtenaw,11/7/17,Kia Soul EV
Oakland,11/7/17,Chevrolet Volt
Oakland,11/7/17,Ford Fusion Energi
Macomb,11/7/17,Tesla Model S
Zip Code not in Source Sheet,11/7/17,Volvo XC90 Plug In
Oakland,11/7/17,Ford Fusion Energi
Clinton,11/6/17,Chevrolet Volt
Kent,11/6/17,Toyota Prius Prime
Wayne,11/6/17,Chevrolet Volt
Wayne,11/6/17,Ford C-Max Energi
St. Clair,11/6/17,Ford Fusion Energi
Ottawa,11/6/17,Chevrolet Volt
Mason,11/6/17,Chevrolet Volt
Kent,11/6/17,Chevrolet Volt
Washtenaw,11/6/17,Chevrolet Volt
Washtenaw,11/6/17,Chevrolet Volt
Washtenaw,11/6/17,Honda Accord Plug In
Kent,11/6/17,Tesla Model X
Oakland,11/7/17,Ford Fusion Energi
Wayne,11/7/17,Chevrolet Volt
Macomb,11/7/17,Chevrolet Volt
Oakland,11/7/17,Chevrolet Volt
Ingham,11/7/17,Nissan Leaf
Washtenaw,11/7/17,Ford C-Max Energi
Macomb,11/7/17,Fiat 500e
Wayne,11/7/17,Chevrolet Volt
Oakland,11/7/17,Chevrolet Volt
Macomb,11/7/17,Tesla Model S
Oakland,11/7/17,Tesla Model X
Livingston,11/7/17,Toyota Prius Plug-in
Oakland,11/3/17,Toyota Prius Plug-in
Wayne,11/2/17,Ford C-Max Energi
Ingham,11/2/17,Chrysler Pacifica
St. Clair,11/2/17,Chevrolet Volt
Allegan,11/2/17,Nissan Leaf
Muskegon,11/2/17,Tesla Model S
Saginaw,11/2/17,Chevrolet Volt
Shiawassee,11/2/17,Chevrolet Volt
Ottawa,11/2/17,Ford Focus EV
Lenawee,11/2/17,Chevrolet Volt
Wayne,11/2/17,Ford C-Max Energi
Washtenaw,11/2/17,Ford C-Max Energi
Washtenaw,11/2/17,Chevrolet Volt
Washtenaw,11/2/17,Toyota Prius Prime
Eaton,11/2/17,Chevrolet Volt
Washtenaw,11/2/17,Chevrolet Volt
Oakland,11/2/17,Kia Optima Plug In
Tuscola,11/2/17,GEM NEV
Macomb,11/2/17,Ford C-Max Energi
Oakland,11/2/17,Ford Fusion Energi
Ingham,11/2/17,Audi A3 Plug In
Jackson,11/2/17,Chevrolet Volt
Eaton,11/2/17,Chevrolet Volt
Shiawassee,11/2/17,Chevrolet Volt
Oakland,11/2/17,Ford C-Max Energi
Wayne,11/1/17,Chevrolet Volt
Oakland,11/1/17,BMW i3 REx
Eaton,11/1/17,Chevrolet Volt
Macomb,11/1/17,Cadillac ELR
Lapeer,11/1/17,Chevrolet Volt
Washtenaw,11/1/17,Ford C-Max Energi
Washtenaw,11/1/17,Chevrolet Volt
Genesee,11/1/17,Chevrolet Volt
Genesee,11/1/17,Chevrolet Volt
Oakland,11/1/17,Chevrolet Bolt EV
Monroe,11/1/17,Ford C-Max Energi
Washtenaw,11/1/17,Nissan Leaf
Wayne,11/2/17,Ford Fusion Energi
Wayne,11/2/17,Chevrolet Volt
Wayne,11/2/17,Chevrolet Volt
Kent,11/2/17,Nissan Leaf
Oakland,11/2/17,Tesla Model S
Van Buren,11/2/17,Chevrolet Volt
Wayne,11/2/17,Cadillac ELR
Oakland,11/2/17,Ford C-Max Energi
Kent,11/1/17,Chevrolet Volt
Wayne,11/2/17,Ford C-Max Energi
Oakland,11/2/17,Chevrolet Volt
Genesee,11/2/17,Ford C-Max Energi
Macomb,11/3/17,Ford C-Max Energi
Ottawa,11/3/17,Chevrolet Volt
Kent,11/3/17,Tesla Model S
Wayne,11/3/17,Chevrolet Volt
Monroe,11/3/17,Tesla Model S
Oakland,11/3/17,Chevrolet Volt
Oakland,11/3/17,Porsche 918 Spyder
Kalamazoo,11/3/17,Toyota Prius Prime
Washtenaw,11/3/17,BMW X5
Oakland,11/3/17,BMW i8
Monroe,11/3/17,Tesla Model S
Washtenaw,11/3/17,Tesla Model X
Macomb,11/3/17,Chevrolet Volt
Washtenaw,11/3/17,Tesla Model S
Macomb,11/3/17,Tesla Model S
Ingham,11/3/17,Chevrolet Volt
Washtenaw,11/3/17,Toyota Prius Plug-in
Jackson,11/3/17,Ford Fusion Energi
Oakland,11/3/17,Tesla Model X
Kent,11/3/17,Ford Fusion Energi
Kent,11/3/17,Nissan Leaf
Berrien,11/3/17,Chevrolet Volt
Eaton,11/3/17,Ford Fusion Energi
Macomb,11/3/17,Tesla Model S
Wayne,11/3/17,Tesla Model S
Washtenaw,11/3/17,Ford C-Max Energi
Macomb,11/3/17,Chevrolet Volt
Ingham,11/3/17,Volvo XC90 Plug In
Oakland,11/3/17,Chevrolet Volt
Oakland,11/3/17,Ford Fusion Energi
Oakland,11/3/17,Chevrolet Volt
Oakland,11/3/17,Tesla Model X
Macomb,11/3/17,Ford C-Max Energi
Oakland,11/3/17,Tesla Model X
Ingham,11/3/17,Chevrolet Volt
Saginaw,11/3/17,Chevrolet Volt
Shiawassee,11/3/17,Chevrolet Volt
Ingham,11/3/17,Chevrolet Volt
Oakland,11/3/17,Ford Fusion Energi
Wayne,11/3/17,Chevrolet Volt
Oakland,11/3/17,Ford C-Max Energi
Oakland,11/3/17,Chevrolet Volt
Oakland,11/3/17,Tesla Model S
Oakland,11/3/17,Chevrolet Volt
Saginaw,11/3/17,Ford C-Max Energi
Ottawa,11/3/17,Chevrolet Volt
Wayne,11/3/17,Chevrolet Volt
Wayne,11/3/17,Chevrolet Volt
Berrien,11/3/17,Ford C-Max Energi
Genesee,11/22/17,Chevrolet Volt
Oakland,12/11/17,Volkswagen e-Golf
Washtenaw,12/11/17,Ford C-Max Energi
Washtenaw,12/11/17,Chevrolet Volt
Washtenaw,12/11/17,Ford C-Max Energi
Kent,12/11/17,Nissan Leaf
Oakland,12/11/17,Tesla Model S
Washtenaw,12/11/17,Ford C-Max Energi
Oakland,12/11/17,Chevrolet Volt
Wayne,12/11/17,Ford Fusion Energi
Calhoun,12/11/17,Chrysler Pacifica
Monroe,12/11/17,Chevrolet Volt
Wayne,12/11/17,Ford Fusion Energi
Wayne,12/11/17,Ford C-Max Energi
Washtenaw,12/11/17,Chevrolet Volt
Van Buren,12/11/17,Toyota Prius Plug-in
Oakland,12/12/17,Tesla Model S
Oakland,12/12/17,Chevrolet Volt
Oakland,12/12/17,Tesla Model S
Wayne,12/11/17,Ford C-Max Energi
Calhoun,12/11/17,Chrysler Pacifica
Ingham,12/11/17,Chevrolet Volt
Oakland,12/11/17,Tesla Model S
Calhoun,12/11/17,Chrysler Pacifica
Ingham,12/11/17,Chevrolet Volt
Kalamazoo,12/9/17,Cadillac ELR
Washtenaw,12/9/17,Chevrolet Volt
Genesee,12/9/17,Chevrolet Volt
Genesee,12/9/17,Tesla Model S
Oakland,12/9/17,Chevrolet Bolt EV
Kent,12/9/17,Chevrolet Bolt EV
Midland,12/9/17,Chevrolet Volt
Oakland,12/9/17,Ford Fusion Energi
Genesee,12/9/17,Chevrolet Volt
Macomb,12/9/17,Chevrolet Volt
Kent,12/9/17,Chevrolet Volt
Wayne,12/9/17,Chevrolet Volt
Kent,12/11/17,Nissan Leaf
Livingston,12/11/17,Chevrolet Volt
Macomb,12/11/17,Chevrolet Volt
Ingham,12/11/17,Chevrolet Volt
Oakland,12/11/17,Chevrolet Volt
Oakland,12/11/17,Chevrolet Volt
Wayne,12/10/17,Ford C-Max Energi
Wayne,12/10/17,BMW i3 REx
Oakland,12/9/17,Chevrolet Volt
Oakland,12/11/17,Chevrolet Volt
Oakland,12/11/17,Chevrolet Volt
St. Clair,12/10/17,Cadillac ELR
Oakland,12/12/17,Chrysler Pacifica
Kent,12/13/17,Chevrolet Volt
Oakland,12/13/17,Chevrolet Volt
Genesee,12/13/17,Tesla Model S
Kent,12/13/17,Chevrolet Volt
Isabella,12/13/17,Chevrolet Volt
Emmet,12/13/17,Chrysler Pacifica
Wayne,12/13/17,Chevrolet Bolt EV
Kent,12/13/17,Tesla Model X
St. Clair,12/12/17,Chevrolet Volt
Macomb,12/13/17,Chevrolet Bolt EV
Oakland,12/13/17,Chevrolet Volt
Oakland,12/13/17,Chevrolet Volt
Oakland,12/13/17,BMW i3 REx
Washtenaw,12/13/17,Nissan Leaf
Oakland,12/13/17,Chevrolet Volt
Oakland,12/13/17,Chrysler Pacifica
Ingham,12/13/17,Chevrolet Volt
Oakland,12/13/17,Chevrolet Volt
Washtenaw,12/13/17,Tesla Model S
Marquette,12/13/17,GEM NEV
Ingham,12/13/17,Chevrolet Volt
Macomb,12/13/17,Chevrolet Volt
Macomb,12/13/17,Ford C-Max Energi
Wayne,12/13/17,Ford Fusion Energi
Wayne,12/12/17,Ford Focus EV
Oakland,12/12/17,Chrysler Pacifica
Washtenaw,12/12/17,Ford C-Max Energi
Oakland,12/12/17,Chevrolet Volt
Genesee,12/12/17,Toyota Prius Prime
Wayne,12/12/17,Chevrolet Volt
Wayne,12/12/17,Ford C-Max Energi
Branch,12/12/17,GEM NEV
Wayne,12/12/17,Ford C-Max Energi
Wayne,12/12/17,Chevrolet Volt
Wayne,12/12/17,Chevrolet Volt
Macomb,12/12/17,Chevrolet Volt
Genesee,12/12/17,Chevrolet Volt
Shiawassee,12/12/17,Chevrolet Volt
Washtenaw,12/12/17,Chevrolet Volt
Washtenaw,12/12/17,Chevrolet Volt
Ingham,12/12/17,Chevrolet Bolt EV
Wayne,12/12/17,Ford Fusion Energi
Macomb,12/12/17,Cadillac ELR
Livingston,12/12/17,Tesla Model S
Macomb,12/12/17,Ford C-Max Energi
Wayne,12/12/17,Chevrolet Volt
Oakland,12/12/17,Ford Fusion Energi
Clinton,12/12/17,Chevrolet Volt
Oakland,12/9/17,Chevrolet Volt
Wayne,12/7/17,Ford C-Max Energi
Washtenaw,12/7/17,Chevrolet Bolt EV
Oakland,12/7/17,Tesla Model S
Allegan,12/7/17,Chevrolet Volt
Oakland,12/7/17,Ford Fusion Energi
Washtenaw,12/7/17,Toyota Prius Prime
Livingston,12/7/17,Chevrolet Volt
Kalamazoo,12/7/17,Chevrolet Volt
Oakland,12/7/17,Chevrolet Volt
Oakland,12/7/17,Tesla Model S
Kalamazoo,12/7/17,Volvo XC90 Plug In
Calhoun,12/7/17,Tesla Model X
Kent,12/7/17,Chevrolet Volt
Benzie,12/7/17,Toyota Prius Prime
Oakland,12/7/17,Chevrolet Volt
Midland,12/8/17,Ford Fusion Energi
Oakland,12/8/17,Chevrolet Volt
Oakland,12/8/17,Chrysler Pacifica
Saginaw,12/7/17,Chevrolet Volt
Ingham,12/7/17,Tesla Model S
Shiawassee,12/7/17,Chevrolet Volt
Kalamazoo,12/7/17,Chevrolet Bolt EV
Oakland,12/7/17,Ford C-Max Energi
Oakland,12/7/17,GEM NEV
Shiawassee,12/7/17,Chevrolet Volt
Ingham,12/7/17,Ford Fusion Energi
Grand Traverse,12/6/17,Ford Fusion Energi
Wayne,12/7/17,Chevrolet Volt
Oakland,12/7/17,Toyota Prius Plug-in
Kent,12/7/17,Tesla Model S
Oakland,12/6/17,Chevrolet Volt
Ottawa,12/6/17,Chevrolet Volt
Oakland,12/6/17,Ford Fusion Energi
Ingham,12/6/17,Chevrolet Volt
Oakland,12/6/17,Tesla Model S
Midland,12/6/17,Chevrolet Volt
Kent,12/7/17,Chevrolet Volt
Kent,12/7/17,Ford C-Max Energi
Oakland,12/7/17,Ford C-Max Energi
Oakland,12/7/17,Toyota Prius Plug-in
Oakland,12/7/17,Tesla Model S
Emmet,12/7/17,Chevrolet Volt
Grand Traverse,12/7/17,Chevrolet Volt
Oakland,12/7/17,Chevrolet Volt
Oakland,12/7/17,Chevrolet Volt
Oakland,12/7/17,Chevrolet Volt
Wayne,12/7/17,Chevrolet Volt
Ingham,12/7/17,Cadillac ELR
Oakland,12/8/17,Chevrolet Volt
Oakland,12/8/17,Chevrolet Volt
Kent,12/8/17,Chevrolet Volt
Barry,12/8/17,Toyota Prius Prime
Washtenaw,12/8/17,Chevrolet Volt
Washtenaw,12/8/17,Tesla Model S
Macomb,12/8/17,Chevrolet Volt
Washtenaw,12/8/17,BMW i3
Oakland,12/8/17,Ford C-Max Energi
St. Clair,12/8/17,Tesla Model S
Oakland,12/8/17,Chevrolet Volt
Bay,12/8/17,Chevrolet Volt
Manistee,12/8/17,Ford C-Max Energi
Livingston,12/9/17,Chevrolet Volt
Washtenaw,12/9/17,Chevrolet Volt
Genesee,12/8/17,Chevrolet Volt
Oakland,12/9/17,Chevrolet Volt
Washtenaw,12/9/17,Chevrolet Volt
Wayne,12/9/17,Ford C-Max Energi
Shiawassee,12/8/17,Chevrolet Volt
Oakland,12/8/17,Chrysler Pacifica
Oakland,12/8/17,Chevrolet Volt
Oakland,12/8/17,Ford C-Max Energi
Ingham,12/8/17,BMW i3 REx
Wayne,12/8/17,Chevrolet Volt
Wayne,12/8/17,Ford C-Max Energi
Oakland,12/8/17,Chrysler Pacifica
Wayne,12/8/17,Chevrolet Volt
Macomb,12/8/17,Ford C-Max Energi
Eaton,12/8/17,Chevrolet Bolt EV
Washtenaw,12/8/17,Ford Fusion Energi
Clinton,12/8/17,Chevrolet Volt
Alpena,12/8/17,Chevrolet Volt
Washtenaw,12/8/17,Ford Focus EV
Clinton,12/8/17,Chevrolet Volt
Macomb,12/8/17,Chevrolet Volt
Oakland,12/8/17,Chevrolet Volt
Wayne,12/8/17,Chevrolet Volt
Kalamazoo,12/8/17,Ford Fusion Energi
Washtenaw,12/8/17,Chevrolet Volt
Benzie,12/8/17,Chevrolet Volt
Genesee,12/8/17,Tesla Model X
Wayne,12/8/17,Chevrolet Volt
Wayne,12/8/17,Tesla Model S
Oceana,12/8/17,Chevrolet Volt
Ottawa,12/8/17,Chevrolet Volt
Newaygo,12/8/17,Chevrolet Volt
Oakland,12/8/17,Toyota Prius Prime
Oakland,12/8/17,Chevrolet Volt
Monroe,12/18/17,Toyota Prius Prime
Ottawa,12/18/17,Chevrolet Bolt EV
Washtenaw,12/18/17,Chevrolet Volt
Oakland,12/18/17,Ford Fusion Energi
Washtenaw,12/18/17,Chevrolet Bolt EV
Huron,12/18/17,Chevrolet Volt
Oakland,12/18/17,Ford Fusion Energi
Arenac,12/18/17,Chevrolet Volt
Oakland,12/18/17,Chevrolet Volt
Kent,12/18/17,Chevrolet Volt
Allegan,12/18/17,Chevrolet Volt
Crawford,12/18/17,Chevrolet Bolt EV
Ingham,12/18/17,Cadillac ELR
Wayne,12/18/17,Ford C-Max Energi
Wayne,12/18/17,Ford C-Max Energi
Oakland,12/18/17,Chevrolet Volt
Oakland,12/18/17,Cadillac ELR
Oakland,12/18/17,Ford C-Max Energi
Macomb,12/18/17,BMW i3 REx
Oakland,12/18/17,Chevrolet Volt
Macomb,12/18/17,Chevrolet Volt
Kent,12/18/17,GEM NEV
Oakland,12/18/17,Tesla Model X
Kent,12/18/17,GEM NEV
Macomb,12/17/17,Chevrolet Volt
Kalamazoo,12/17/17,Chevrolet Volt
Barry,12/17/17,Tesla Model S
Barry,12/17/17,Tesla Model X
Wayne,12/17/17,Ford C-Max Energi
Oakland,12/17/17,Chevrolet Volt
Oakland,12/16/17,Chevrolet Volt
Macomb,12/16/17,Ford C-Max Energi
Washtenaw,12/16/17,Chrysler Pacifica
Kent,12/16/17,Toyota Prius Plug-in
Oakland,12/16/17,Chevrolet Volt
Washtenaw,12/16/17,Chevrolet Bolt EV
Sanilac,12/18/17,Chevrolet Volt
Kalamazoo,12/18/17,Chevrolet Bolt EV
Oakland,12/18/17,Ford Fusion Energi
Oakland,12/18/17,Chevrolet Volt
Wayne,12/18/17,Ford C-Max Energi
Eaton,12/18/17,Ford C-Max Energi
Wayne,12/18/17,Ford C-Max Energi
Calhoun,12/18/17,Chevrolet Volt
Macomb,12/17/17,Chevrolet Volt
Ingham,12/18/17,Chevrolet Volt
Oakland,12/18/17,BMW i3 REx
Oakland,12/18/17,Ford C-Max Energi
Eaton,12/18/17,Chevrolet Volt
Oakland,12/19/17,Chevrolet Volt
Washtenaw,12/19/17,Ford C-Max Energi
Kent,12/19/17,Ford Fusion Energi
Oakland,12/19/17,Tesla Model S
Oakland,12/19/17,Ford C-Max Energi
Macomb,12/19/17,Toyota Prius Prime
Genesee,12/19/17,Chevrolet Volt
Macomb,12/18/17,Ford C-Max Energi
Washtenaw,12/18/17,Ford C-Max Energi
Wayne,12/19/17,Ford C-Max Energi
Kent,12/19/17,Tesla Model S
Gratiot,12/19/17,Chevrolet Volt
Oakland,12/19/17,Toyota Prius Prime
Saginaw,12/19/17,Tesla Model X
Oakland,12/19/17,Ford C-Max Energi
St. Joseph,12/19/17,Chevrolet Volt
Oakland,12/19/17,Ford C-Max Energi
Ottawa,12/19/17,Chevrolet Volt
Wexford,12/19/17,Chevrolet Volt
Oakland,12/19/17,Chevrolet Volt
Macomb,12/19/17,Chevrolet Volt
Oakland,12/19/17,Tesla Model S
Jackson,12/19/17,Chevrolet Volt
Wayne,12/19/17,Ford Fusion Energi
Kent,12/18/17,GEM NEV
Oakland,12/18/17,Chevrolet Volt
Van Buren,12/18/17,Ford C-Max Energi
Kent,12/18/17,GEM NEV
Oakland,12/18/17,Ford Fusion Energi
Oakland,12/18/17,BMW i3
Kent,12/18/17,GEM NEV
Oakland,12/18/17,Tesla Model X
Bay,12/18/17,Chevrolet Volt
Washtenaw,12/18/17,Toyota Prius Prime
Ingham,12/18/17,Cadillac ELR
Wayne,12/18/17,Ford C-Max Energi
Oakland,12/18/17,Chevrolet Volt
Washtenaw,12/18/17,Chevrolet Volt
Ionia,12/18/17,Ford C-Max Energi
Wayne,12/18/17,Chevrolet Volt
Washtenaw,12/18/17,Tesla Model S
Oakland,12/18/17,Chevrolet Volt
Kalkaska,12/18/17,Chevrolet Volt
Wayne,12/18/17,Ford C-Max Energi
Kent,12/18/17,GEM NEV
Oakland,12/18/17,Chevrolet Volt
Oakland,12/18/17,Chevrolet Volt
Washtenaw,12/18/17,Ford C-Max Energi
Oakland,12/16/17,Ford Fusion Energi
Oakland,12/14/17,Ford C-Max Energi
Kalamazoo,12/14/17,Nissan Leaf
Van Buren,12/14/17,Cadillac ELR
Livingston,12/14/17,Chrysler Pacifica
St. Clair,12/14/17,BMW X5
Wayne,12/14/17,Ford C-Max Energi
Wayne,12/14/17,Tesla Model S
Kent,12/14/17,Tesla Model S
Washtenaw,12/14/17,Ford C-Max Energi
Oakland,12/14/17,Tesla Model X
Macomb,12/14/17,Ford C-Max Energi
Marquette,12/14/17,Nissan Leaf
Oakland,12/14/17,BMW i8
Oakland,12/14/17,Tesla Model X
Oakland,12/14/17,Chevrolet Volt
Wayne,12/14/17,Ford Fusion Energi
Wayne,12/14/17,Ford Fusion Energi
Clinton,12/14/17,Chevrolet Volt
Oakland,12/14/17,Tesla Model S
Oakland,12/14/17,Ford C-Max Energi
Ingham,12/14/17,Toyota Prius Plug-in
Oakland,12/14/17,Tesla Model S
Kent,12/14/17,Ford Fusion Energi
Wayne,12/14/17,Tesla Model S
Oakland,12/13/17,Ford Fusion Energi
Wayne,12/13/17,Chevrolet Volt
Oakland,12/13/17,Tesla Model X
Lenawee,12/14/17,Chevrolet Volt
Washtenaw,12/13/17,Nissan Leaf
Van Buren,12/13/17,Chevrolet Volt
Macomb,12/13/17,Chevrolet Volt
Ottawa,12/13/17,Chevrolet Volt
Oakland,12/13/17,Cadillac ELR
Oakland,12/13/17,Porsche Cayenne S E-Hybrid
Macomb,12/13/17,Ford C-Max Energi
Oakland,12/13/17,Chrysler Pacifica
Washtenaw,12/14/17,Honda Clarity Plug In
Oakland,12/14/17,Ford C-Max Energi
Ingham,12/14/17,Nissan Leaf
Calhoun,12/14/17,Chevrolet Bolt EV
Oakland,12/14/17,Chevrolet Volt
Wayne,12/14/17,BMW i3 REx
Oakland,12/14/17,Tesla Model S
Lenawee,12/14/17,Ford Fusion Energi
Washtenaw,12/14/17,Chevrolet Bolt EV
St. Joseph,12/14/17,Ford Fusion Energi
Wayne,12/14/17,Ford C-Max Energi
Oakland,12/14/17,Tesla Model S
Ottawa,12/14/17,Chevrolet Volt
Wayne,12/15/17,Ford Fusion Energi
Oakland,12/15/17,Tesla Model X
Kent,12/15/17,Ford C-Max Energi
Wayne,12/15/17,Chevrolet Bolt EV
Kent,12/15/17,Tesla Model X
Wayne,12/15/17,Ford C-Max Energi
Wayne,12/15/17,Ford Fusion Energi
Washtenaw,12/15/17,BMW i3 REx
Oakland,12/15/17,Chevrolet Volt
Barry,12/15/17,Chevrolet Volt
Ottawa,12/15/17,Chevrolet Volt
Ingham,12/15/17,Chevrolet Volt
Ingham,12/16/17,Chevrolet Volt
Oakland,12/15/17,Tesla Model S
Washtenaw,12/15/17,Ford Fusion Energi
Oakland,12/16/17,Toyota Prius Prime
Washtenaw,12/16/17,Nissan Leaf
Livingston,12/16/17,Ford C-Max Energi
Kent,12/15/17,Nissan Leaf
Oakland,12/15/17,Chevrolet Volt
Kalamazoo,12/15/17,Ford C-Max Energi
Van Buren,12/15/17,Chevrolet Bolt EV
Wayne,12/15/17,Chevrolet Volt
Oakland,12/15/17,Chevrolet Bolt EV
Ingham,12/15/17,Nissan Leaf
Washtenaw,12/15/17,Tesla Model S
Genesee,12/15/17,Chevrolet Volt
Genesee,12/15/17,Cadillac ELR
Washtenaw,12/15/17,Chevrolet Volt
Wayne,12/15/17,Ford C-Max Energi
Oakland,12/14/17,Ford Fusion Energi
Oakland,12/14/17,Ford C-Max Energi
Midland,12/14/17,Ford C-Max Energi
Ingham,12/15/17,Chevrolet Volt
Berrien,12/15/17,Chevrolet Volt
Kent,12/15/17,Chevrolet Volt
Berrien,12/15/17,Nissan Leaf
Bay,12/15/17,Toyota Prius Prime
Wayne,12/15/17,Chevrolet Volt
Oakland,12/15/17,Ford C-Max Energi
Wayne,12/15/17,Chevrolet Volt
Kent,12/15/17,Kia Soul EV
Oakland,12/15/17,Chevrolet Bolt EV
Lenawee,12/15/17,Ford Fusion Energi
St. Clair,12/15/17,Ford C-Max Energi
Calhoun,12/15/17,Chevrolet Volt
Washtenaw,12/15/17,Ford C-Max Energi
Oakland,12/15/17,Mitsubishi i
Oakland,11/28/17,Chevrolet Volt
Wayne,11/28/17,Ford Focus EV
Wayne,11/28/17,Chevrolet Volt
Oakland,11/28/17,Toyota Prius Plug-in
Jackson,11/28/17,Ford C-Max Energi
Oakland,11/28/17,Ford C-Max Energi
Kalamazoo,11/28/17,Chevrolet Volt
Oakland,11/28/17,BMW i3 REx
Wayne,11/28/17,Ford C-Max Energi
Ingham,11/28/17,Chevrolet Volt
Wayne,11/28/17,Chevrolet Volt
Barry,11/28/17,Chevrolet Volt
Houghton,11/29/17,Chevrolet Bolt EV
Wayne,11/29/17,Tesla Model X
Oakland,11/29/17,Ford C-Max Energi
Wayne,11/29/17,Ford C-Max Energi
Washtenaw,11/29/17,BMW i3 REx
Oakland,11/29/17,Chrysler Pacifica
Oakland,11/28/17,Toyota Prius Plug-in
Oakland,11/28/17,Ford C-Max Energi
Wayne,11/28/17,Ford Fusion Energi
Allegan,11/28/17,Chevrolet Volt
Genesee,11/28/17,Chevrolet Volt
Oakland,11/28/17,Chevrolet Volt
Oakland,11/28/17,Cadillac ELR
Washtenaw,11/28/17,Chevrolet Volt
Livingston,11/28/17,Chrysler Pacifica
Oakland,11/28/17,Tesla Model S
Kent,11/28/17,Chevrolet Volt
Oakland,11/28/17,Chevrolet Volt
Oakland,11/27/17,Tesla Model X
Ingham,11/27/17,Chevrolet Volt
Livingston,11/27/17,Ford C-Max Energi
Wayne,11/27/17,Chevrolet Volt
Oakland,11/27/17,Tesla Model S
Washtenaw,11/27/17,Tesla Model S
Wayne,11/28/17,Chevrolet Bolt EV
Livingston,11/28/17,Chevrolet Volt
Oakland,11/28/17,Tesla Model X
Oakland,11/28/17,Toyota Prius Prime
Oakland,11/28/17,Ford Fusion Energi
Wayne,11/28/17,Ford C-Max Energi
Macomb,11/28/17,Cadillac ELR
Macomb,11/28/17,Cadillac ELR
Macomb,11/28/17,Chrysler Pacifica
Kent,11/28/17,Chevrolet Volt
Allegan,11/28/17,Chevrolet Volt
Oakland,11/28/17,Chevrolet Bolt EV
Barry,11/29/17,Chevrolet Volt
Oakland,11/29/17,Ford C-Max Energi
Livingston,11/29/17,Tesla Model S
Isabella,11/29/17,Nissan Leaf
Manistee,11/29/17,Tesla Model S
Ingham,11/29/17,Nissan Leaf
Macomb,11/29/17,Kia Optima Plug In
Oakland,11/29/17,Chevrolet Bolt EV
Kalamazoo,11/29/17,Chevrolet Volt
Ingham,11/29/17,Ford C-Max Energi
Oakland,11/29/17,Ford Fusion Energi
Wayne,11/29/17,Ford Fusion Energi
Livingston,11/29/17,Chevrolet Volt
Zip Code not in Source Sheet,11/30/17,Chevrolet Volt
Oakland,11/30/17,Cadillac ELR
Wayne,11/30/17,Ford Fusion Energi
Wayne,11/30/17,Kia Optima Plug In
Oakland,11/30/17,Tesla Model S
Washtenaw,11/30/17,Ford C-Max Energi
Wayne,11/30/17,Chevrolet Volt
Oakland,11/30/17,Chevrolet Volt
Livingston,11/30/17,Chrysler Pacifica
Oakland,11/30/17,Chevrolet Volt
Wayne,11/30/17,Chevrolet Volt
Oakland,11/30/17,Ford C-Max Energi
Wayne,11/29/17,Tesla Model S
Houghton,11/29/17,Chevrolet Volt
Grand Traverse,11/29/17,Nissan Leaf
Oakland,11/29/17,Ford C-Max Energi
Oakland,11/29/17,Ford C-Max Energi
Wayne,11/29/17,BMW X5
Ingham,11/29/17,Ford C-Max Energi
Oakland,11/29/17,Chevrolet Volt
Ottawa,11/29/17,Chevrolet Volt
Oakland,11/29/17,Hyundai Sonata Plug In
Macomb,11/29/17,Chevrolet Volt
Oakland,11/29/17,Chevrolet Volt
Kent,11/29/17,Chevrolet Volt
Oakland,11/29/17,Chevrolet Volt
Oakland,11/29/17,Ford C-Max Energi
Washtenaw,11/29/17,Chevrolet Volt
Livingston,11/29/17,Chevrolet Volt
Oakland,11/29/17,Tesla Model S
Charlevoix,11/29/17,Ford C-Max Energi
Wayne,11/29/17,Ford C-Max Energi
Macomb,11/29/17,Toyota Prius Plug-in
Oakland,11/29/17,BMW i8
Ingham,11/29/17,Chrysler Pacifica
Oakland,11/29/17,Chrysler Pacifica
Jackson,11/27/17,Ford Fusion Energi
Midland,11/22/17,Chevrolet Volt
Ottawa,11/22/17,Chevrolet Volt
St. Clair,11/22/17,Ford Fusion Energi
Oakland,11/22/17,Chevrolet Volt
Wayne,11/22/17,Ford C-Max Energi
Washtenaw,11/22/17,Chevrolet Volt
Macomb,11/22/17,Chevrolet Volt
Oakland,11/22/17,Chevrolet Volt
Oakland,11/22/17,Chevrolet Volt
Allegan,11/22/17,Chevrolet Volt
Jackson,11/22/17,Chevrolet Volt
Saginaw,11/22/17,Chevrolet Volt
Eaton,11/24/17,Chevrolet Volt
Lapeer,11/24/17,Chevrolet Volt
Wayne,11/23/17,Chevrolet Volt
Oakland,11/24/17,Chevrolet Volt
Livingston,11/24/17,BMW 3-Series Plug in
Wayne,11/24/17,Chevrolet Volt
Emmet,11/23/17,Chevrolet Volt
Kent,11/23/17,Audi A3 Plug In
Macomb,11/23/17,Chevrolet Volt
Wayne,11/23/17,Chevrolet Volt
Genesee,11/23/17,Ford Fusion Energi
Oakland,11/23/17,Ford Focus EV
Wayne,11/22/17,Chevrolet Bolt EV
Saginaw,11/22/17,Chevrolet Volt
Wayne,11/22/17,Chevrolet Volt
Wayne,11/22/17,Chevrolet Volt
Wayne,11/22/17,Ford Fusion Energi
Saginaw,11/22/17,GEM NEV
